KSU_SIS_COMP_SCI_ANALYSIS_03, 10415,,,,,,,,,,,,,,,,,
KSU_MASTR_TYPE,Term,EMPLID,WID,Sex,KSU Hispanic YN,Ethnic Grp,KSU AmIndian YN,KSU Asian YN,KSU Afr Amer YN,KSU Hawaiian YN,KSU White YN,KSU HS Name,KSU HS City,Citizen Country,KSU First Gen,Academic Plan,Sub-Plan,KSU Undergrad C
DAILY,2182,000774931,840921035,F,N,WHITE,N,N,N,N,Y,Kapaun Mt Carmel Catholic Hs,Wichita,USA,,BCS,,SR
DAILY,2182,000772611,899290138,M,N,BLACK,N,N,Y,N,N,Out-of-Country High School,,SAU,Y,BCS,BCSCS,SR
DAILY,2182,000774862,879113560,F,N,MULTIRAC,Y,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,,JU
DAILY,2182,000775367,831192998,M,N,WHITE,N,N,N,N,Y,Smoky Valley High School,Lindsborg,USA,,BCS,BCSCS,JU
DAILY,2182,000775558,807280131,M,N,MULTIRAC,N,Y,N,N,Y,Rockhurst High School,Kansas City,USA,Y,BCS,BCSSE,SO
DAILY,2182,000775595,810661538,M,N,WHITE,N,N,N,N,Y,Shawnee Mission North High Sch,Overland Park,USA,Y,BCS,BCSCS,JU
DAILY,2182,000775593,841510212,M,N,WHITE,N,N,N,N,Y,Hiawatha High School,Hiawatha,USA,,BCS,,SR
DAILY,2182,000775642,803250603,M,N,WHITE,N,N,N,N,Y,Hanover School,Hanover,USA,Y,BCS,BCSCS,SO
DAILY,2182,000776050,846101320,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2182,000776197,860200793,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,JU
DAILY,2182,000776250,876924018,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,BCSCS,JU
DAILY,2182,000776944,820311696,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,BCSCS,SR
DAILY,2182,000776969,874217361,F,N,WHITE,N,N,N,N,Y,Kapaun Mt Carmel Catholic Hs,Wichita,USA,,BCS,BCSCS,SR
DAILY,2182,000777892,801712259,M,N,WHITE,N,N,N,N,Y,Fort Collins High School,Ft Collins,USA,,BCS,,SR
DAILY,2182,000777971,881550165,F,N,ASIAN,N,Y,N,N,N,Garden City High School,Garden City,USA,Y,BCS,BCSCS,JU
DAILY,2182,000778588,859501046,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,BCSCS,SR
DAILY,2182,000776637,867139168,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,SR
DAILY,2182,000779640,879948380,M,N,WHITE,N,N,N,N,Y,Kapaun Mt Carmel Catholic Hs,Wichita,USA,,BCS,,JU
DAILY,2182,000779902,888437267,M,N,WHITE,N,N,N,N,Y,Selah High School,Selah,USA,Y,BCS,,SR
DAILY,2182,000781073,891453049,F,N,MULTIRAC,Y,N,Y,N,Y,Sumner Academy Arts & Science,Kansas City,USA,Y,BCS,,JU
DAILY,2182,000781350,896955527,M,Y,HISPANIC,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,BCSCS,JU
DAILY,2182,000781363,849462507,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000781433,841903118,M,N,WHITE,N,N,N,N,Y,Seaman High School,Topeka,USA,,BCS,BCSCS,JU
DAILY,2182,000780481,868774093,M,N,WHITE,N,N,N,N,Y,Out-of-Country High School,,SAU,,BCS,BCSCS,JU
DAILY,2182,000781572,812809764,M,N,WHITE,N,N,N,N,Y,Hiawatha High School,Hiawatha,USA,Y,BCS,BCSCS,SR
DAILY,2182,000781576,848502156,M,N,WHITE,N,N,N,N,Y,Bishop Carroll Catholic H S,Wichita,USA,,BCS,,SO
DAILY,2182,000781587,891440734,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,Y,BCS,BCSSE,JU
DAILY,2182,000781626,839278718,M,N,WHITE,N,N,N,N,Y,Maize South High School,Wichita,USA,,BCS,,JU
DAILY,2182,000781688,832243677,M,N,WHITE,N,N,N,N,Y,Kingman High School,Kingman,USA,,BCS,BCSCS,SR
DAILY,2182,000782260,826282323,F,N,WHITE,N,N,N,N,Y,Basehor-Linwood High School,Basehor,USA,,BCS,BCSCS,SR
DAILY,2182,000783617,850512252,F,N,WHITE,N,N,N,N,Y,Saint James Academy,Lenexa,USA,,BCS,,JU
DAILY,2182,000783794,813587442,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,,SO
DAILY,2182,000783979,894305168,F,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,BCSCS,SR
DAILY,2182,000784280,882684616,M,N,WHITE,N,N,N,N,Y,Pleasanton High School,Pleasanton,USA,,BCS,BCSSE,JU
DAILY,2182,000784313,888318649,M,N,WHITE,N,N,N,N,Y,Lawrence Free State Hs,Lawrence,USA,,BCS,BCSCS,JU
DAILY,2182,000784474,800226005,M,N,ASIAN,N,Y,N,N,N,Blue Valley North High School,Overland Park,IND,,BCS,BCSCS,SO
DAILY,2182,000784774,823080720,F,N,WHITE,N,N,N,N,Y,Shawnee Heights Sr High School,Tecumseh,USA,,UCS,,JU
DAILY,2182,000785003,853233310,M,N,WHITE,N,N,N,N,Y,Northside High School,Columbus,USA,,BCS,,SO
DAILY,2182,000785093,857887484,M,N,NOTSPEC,N,N,N,N,N,Canton-Galva High School,Canton,USA,,BCS,,SR
DAILY,2182,000785332,849925503,M,N,ASIAN,N,Y,N,N,N,Olathe Northwest High School,Olathe,USA,,BCS,BCSCS,JU
DAILY,2182,000785355,893121899,F,Y,HISPANIC,N,N,N,N,Y,Turner High School,Kansas City,USA,,BCS,BCSCS,JU
DAILY,2182,000785812,887723488,F,Y,HISPANIC,N,N,N,N,N,East High School,Kansas City,USA,Y,BCS,,SR
DAILY,2182,000785257,889860293,M,N,WHITE,N,N,N,N,Y,Christ Preparatory Academy,Kansas City,USA,Y,BCS,,SR
DAILY,2182,000787254,808060746,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,,SO
DAILY,2182,000787377,860238112,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,UCS,,JU
DAILY,2182,000787452,827457486,M,N,WHITE,N,N,N,N,Y,Hayden High School,Topeka,USA,,BCS,,SO
DAILY,2182,000787481,870651268,M,N,WHITE,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,UCS,,FR
DAILY,2182,000787574,819239600,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2182,000787587,841055913,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000787896,842026239,M,Y,HISPANIC,N,N,N,N,Y,J C Harmon High School,Kansas City,USA,,BCS,,JU
DAILY,2182,000788176,818255061,M,Y,HISPANIC,N,N,N,N,Y,Blue Valley Northwest HS,Overland Park,USA,,BCS,,SO
DAILY,2182,000788256,830940078,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,FR
DAILY,2182,000788324,879615501,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,,SO
DAILY,2182,000788427,849525374,F,Y,HISPANIC,N,N,N,N,Y,Perryton High School,Perryton,USA,Y,BCS,BCSCS,SR
DAILY,2182,000788510,823569836,F,N,WHITE,N,N,N,N,Y,Atchison County Community HS,Effingham,USA,,BCS,,JU
DAILY,2182,000789061,864274747,M,N,WHITE,N,N,N,N,Y,Rockhurst High School,Kansas City,USA,,BCS,BCSCS,SR
DAILY,2182,000790585,830855790,M,N,WHITE,N,N,N,N,Y,Wamego High School,Wamego,USA,,BCS,,SO
DAILY,2182,000790970,851931445,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,Y,BCS,,SO
DAILY,2182,000791042,849360156,M,N,WHITE,N,N,N,N,Y,Emporia Senior High School,Emporia,USA,Y,BCS,,SO
DAILY,2182,000791271,829253592,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,UCS,,SO
DAILY,2182,000791326,876942092,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,SO
DAILY,2182,000791442,882437376,M,N,WHITE,N,N,N,N,Y,Hesston High School,Hesston,USA,,UCS,,SO
DAILY,2182,000791528,811149374,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,JU
DAILY,2182,000791564,885446831,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,BCS,,SO
DAILY,2182,000791722,849889813,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,,JU
DAILY,2182,000792400,830582026,M,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,Y,BCS,BCSCS,SO
DAILY,2182,000792484,883492422,M,N,WHITE,N,N,N,N,Y,Junction City Senior Hs,Junction City,USA,,BCS,,SO
DAILY,2182,000792512,846333192,M,N,WHITE,N,N,N,N,Y,Salina High School South,Salina,USA,,BCS,,SO
DAILY,2182,000793058,849409835,M,N,WHITE,N,N,N,N,Y,Cambridge Rindge And Latin Sch,Cambridge,USA,,BCS,BCSCS,SO
DAILY,2182,000793740,800107518,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,Y,BCS,BCSCS,JU
DAILY,2182,000794017,845815191,F,N,WHITE,N,N,N,N,Y,Riley County High School,Riley,USA,Y,BCS,BCSCS,SR
DAILY,2182,000794767,825593276,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,BCS,,JU
DAILY,2182,000794802,891390580,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,Y,BCS,,JU
DAILY,2182,000794806,850301392,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000795398,892144331,M,Y,HISPANIC,N,N,N,N,Y,Kapaun Mt Carmel Catholic Hs,Wichita,USA,,BCS,,SO
DAILY,2182,000795444,806884907,M,N,WHITE,N,N,N,N,Y,Newton High School,Newton,USA,,UCS,,SO
DAILY,2182,000795447,800791772,F,N,WHITE,N,N,N,N,Y,Lawrence High School,Lawrence,USA,,BCS,,JU
DAILY,2182,000795506,826125957,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,JU
DAILY,2182,000795842,851397392,M,N,WHITE,N,N,N,N,Y,Hillsboro High School,Hillsboro,USA,,BCS,,JU
DAILY,2182,000795852,825282117,F,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,JU
DAILY,2182,000795800,845457537,M,N,WHITE,N,N,N,N,Y,Andover High School,Andover,USA,,BCS,,SR
DAILY,2182,000796646,817973758,M,N,ASIAN,N,Y,N,N,N,Paola High School,Paola,USA,Y,BCS,BCSCS,JU
DAILY,2182,000797500,847224316,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,Y,BCS,,SO
DAILY,2182,000797504,867503672,M,N,ASIAN,N,Y,N,N,N,Banner Christian School,Richmond,CHN,Y,BCS,BCSCS,JU
DAILY,2182,000798377,808893046,M,N,WHITE,N,N,N,N,Y,Mansfield Legacy High School,,USA,,BCS,,SO
DAILY,2182,000799023,868233614,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,BCS,BCSCS,SR
DAILY,2182,000799288,867821473,M,N,WHITE,N,N,N,N,Y,Manhattan High School,Manhattan,USA,,BCS,,JU
DAILY,2182,000799393,869308495,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,Y,BCS,,JU
DAILY,2182,000799696,817141960,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,BCS,,SO
DAILY,2182,000799736,849349210,M,N,WHITE,N,N,N,N,Y,Nemaha Central High School,Seneca,USA,Y,UCS,,SO
DAILY,2182,000799814,861663278,M,N,WHITE,N,N,N,N,Y,Cheney High School,Cheney,USA,,UCS,,SO
DAILY,2182,000800257,878129369,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,,SO
DAILY,2182,000800304,827472361,M,N,WHITE,N,N,N,N,Y,Abilene High School,Abilene,USA,,UCS,,SO
DAILY,2182,000800847,852582668,M,N,WHITE,N,N,N,N,Y,Shawnee Mission South Hs,Shawnee Mission,USA,,BCS,,SO
DAILY,2182,000800891,897441337,F,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,,JU
DAILY,2182,000800997,813127088,M,N,WHITE,N,N,N,N,Y,Bay Port High School,Green Bay,USA,,BCS,,SO
DAILY,2182,000801097,882718440,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,JU
DAILY,2182,000801140,858192652,M,N,WHITE,N,N,N,N,Y,Stockton High School,Stockton,USA,,BCS,,JU
DAILY,2182,000801472,880612836,M,N,WHITE,N,N,N,N,Y,R L Turner High School,Carrollton,USA,,BCS,,SR
DAILY,2182,000802564,858361023,M,N,WHITE,N,N,N,N,Y,Maize South High School,Wichita,USA,,BCS,,JU
DAILY,2182,000802677,877066373,M,N,WHITE,N,N,N,N,Y,Maize High School,Maize,USA,,BCS,,SO
DAILY,2182,000802905,862037041,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,BCS,,SO
DAILY,2182,000803104,812179453,M,N,WHITE,N,N,N,N,Y,Raymore-Peculiar R-2 Hs,Peculiar,USA,,BCS,,JU
DAILY,2182,000804238,865375537,M,N,MULTIRAC,N,N,Y,N,Y,Topeka West High School,Topeka,USA,Y,BCS,,SO
DAILY,2182,000804239,845267339,M,N,WHITE,N,N,N,N,Y,Louisburg High School,Louisburg,USA,,BCS,,JU
DAILY,2182,000804379,862719432,M,N,WHITE,N,N,N,N,Y,Saint Pius X High School,Kansas City,USA,,BCS,,SO
DAILY,2182,000805130,847811163,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,UCS,,SO
DAILY,2182,000805712,819858607,M,N,WHITE,N,N,N,N,Y,Emporia Senior High School,Emporia,USA,,BCS,,JU
DAILY,2182,000805728,854267362,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000805789,821186843,M,N,WHITE,N,N,N,N,Y,Blue Valley West High School,Overland Park,USA,,BCS,,SO
DAILY,2182,000806343,819685309,F,N,WHITE,N,N,N,N,Y,Wichita Northwest High School,Wichita,USA,,BCS,,JU
DAILY,2182,000806955,849676303,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2182,000805171,841792372,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000805190,802443170,M,N,WHITE,N,N,N,N,Y,Liberal High School,Liberal,USA,Y,UCS,,JU
DAILY,2182,000805538,800014757,M,N,WHITE,N,N,N,N,Y,Cheney High School,Cheney,USA,Y,BCS,,SO
DAILY,2182,000805396,874630157,M,N,WHITE,N,N,N,N,Y,Olathe Northwest High School,Olathe,USA,,BCS,,SO
DAILY,2182,000806872,846106446,M,Y,HISPANIC,N,N,N,N,N,Liberal High School,Liberal,USA,Y,UCS,,JU
DAILY,2182,000806962,875766725,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,BCS,,JU
DAILY,2182,000807128,827360927,M,N,NOTSPEC,N,N,N,N,N,Olathe East High School,Olathe,USA,,BCS,,JU
DAILY,2182,000807288,809531624,M,Y,HISPANIC,N,N,N,N,Y,Keller High School,Keller,USA,,BCS,,JU
DAILY,2182,000808165,814149346,M,N,WHITE,N,N,N,N,Y,Pratt High School,Pratt,USA,,BCS,,SO
DAILY,2182,000808635,845753573,F,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,UCS,,JU
DAILY,2182,000808934,843802680,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,Y,BCS,,SO
DAILY,2182,000809204,850828180,M,N,WHITE,N,N,N,N,Y,Campus High School,Wichita,USA,,BCS,,JU
DAILY,2182,000807598,835648241,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,UCS,,SR
DAILY,2182,000808851,857068775,F,N,WHITE,N,N,N,N,Y,Macksville High School,Macksville,USA,,BCS,,JU
DAILY,2182,000808300,858217364,M,N,WHITE,N,N,N,N,Y,Blue Springs South High School,Blue Springs,USA,,BCS,,JU
DAILY,2182,000808945,813205778,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,,SO
DAILY,2182,000809316,809029880,M,N,WHITE,N,N,N,N,Y,Augusta High School,Augusta,USA,,BCS,,SR
DAILY,2182,000809547,816180264,M,N,WHITE,N,N,N,N,Y,Blue Valley Southwest High Sch,Overland Park,USA,,BCS,,SO
DAILY,2182,000809549,868842521,M,Y,HISPANIC,N,N,Y,N,Y,East High School,Kansas City,USA,Y,BCS,,SR
DAILY,2182,000809843,870652829,M,N,HAWPACI,N,N,N,Y,N,Shawnee Mission North High Sch,Overland Park,USA,Y,BCS,,JU
DAILY,2182,000810193,895010891,F,N,WHITE,N,N,N,N,Y,The Woodlands College Park Hs,The Woodlands,USA,Y,BCS,,SO
DAILY,2182,000810437,808469556,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,Y,BCS,,JU
DAILY,2182,000811059,844080050,M,N,WHITE,N,N,N,N,Y,Basehor-Linwood High School,Basehor,USA,,UCS,,SO
DAILY,2182,000811245,826889091,M,N,WHITE,N,N,N,N,Y,Independent High School,Wichita,USA,,UCS,,SO
DAILY,2182,000811274,850549604,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,JU
DAILY,2182,000810512,824466546,F,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,Y,BCS,,JU
DAILY,2182,000810986,810075110,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,SO
DAILY,2182,000811420,857209540,M,N,ASIAN,N,Y,N,N,N,Shawnee Mission West Hs,Shawnee Mission,USA,Y,BCS,,JU
DAILY,2182,000811695,863710023,M,N,WHITE,N,N,N,N,Y,Shawnee Mission North High Sch,Overland Park,USA,,BCS,,SO
DAILY,2182,000811705,876753476,F,Y,HISPANIC,N,N,N,N,N,Olathe East High School,Olathe,USA,Y,BCS,,SO
DAILY,2182,000811728,825535946,M,N,WHITE,N,N,N,N,Y,Home Schooled Student,,USA,,UCS,,FR
DAILY,2182,000812512,864161160,F,N,MULTIRAC,N,Y,N,N,Y,Concordia High School,Concordia,USA,,UCS,,JU
DAILY,2182,000812535,809263556,F,N,WHITE,N,N,N,N,Y,Caney Valley High School,Caney,USA,,BCS,,JU
DAILY,2182,000813009,855018974,M,N,MULTIRAC,N,Y,Y,N,Y,Blue Valley North High School,Overland Park,USA,,BCS,,SO
DAILY,2182,000811806,886829622,M,N,WHITE,N,N,N,N,Y,Andover Central High School,Andover,USA,,BCS,,SO
DAILY,2182,000811899,867821525,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,BCS,,JU
DAILY,2182,000811993,844823839,M,N,WHITE,N,N,N,N,Y,Hays High School,Hays,USA,,BCS,,JU
DAILY,2182,000812664,815238123,M,N,WHITE,N,N,N,N,Y,Cross County Community High,Stromsburg,USA,,BCS,,SR
DAILY,2182,000812720,865003854,M,N,WHITE,N,N,N,N,Y,Caney Valley High School,Caney,USA,Y,BCS,,JU
DAILY,2182,000813095,819226090,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,,BCS,,JU
DAILY,2182,000813037,872123301,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,JU
DAILY,2182,000813056,875345433,M,N,MULTIRAC,N,Y,N,N,Y,Blue Springs South High School,Blue Springs,USA,,BCS,,JU
DAILY,2182,000813205,876821440,M,N,WHITE,N,N,N,N,Y,Wichita High School South,Wichita,USA,Y,BCS,,SO
DAILY,2182,000813667,889478736,M,N,MULTIRAC,Y,N,N,N,Y,Oxford High School,Oxford,USA,,BCS,,SO
DAILY,2182,000813905,846360766,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,BCS,,FR
DAILY,2182,000813964,820415725,M,N,WHITE,N,N,N,N,Y,Atchison High School,Atchison,USA,,BCS,,SO
DAILY,2182,000813990,843870731,M,N,WHITE,N,N,N,N,Y,Little River High School,Little River,USA,,BCS,,SO
DAILY,2182,000814208,833029815,M,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,BCS,,SO
DAILY,2182,000814267,868237039,M,N,MULTIRAC,N,Y,N,N,Y,Flinthills High School,Rosalia,USA,,BCS,,JU
DAILY,2182,000814446,855241766,M,N,WHITE,N,N,N,N,Y,Blue Valley High School,Stilwell,USA,Y,BCS,,SO
DAILY,2182,000814606,874424949,M,N,WHITE,N,N,N,N,Y,Century High School,Pocatello,USA,Y,BCS,,SO
DAILY,2182,000814696,840380467,M,N,WHITE,N,N,N,N,Y,Gardner Edgerton High School,Gardner,USA,,BCS,,JU
DAILY,2182,000814803,867087281,M,N,WHITE,N,N,N,N,Y,Cypress Lake High School,Fort Myers,USA,,BCS,,FR
DAILY,2182,000814983,890848399,M,N,WHITE,N,N,N,N,Y,Baldwin High School,Baldwin,USA,,BCS,,SO
DAILY,2182,000814834,864277122,M,N,WHITE,N,N,N,N,Y,Nickerson High School,Nickerson,USA,,BCS,,SR
DAILY,2182,000815244,826955910,M,N,WHITE,N,N,N,N,Y,Shawnee Mission Northwest Hs,Shawnee Mission,USA,,UCS,,FR
DAILY,2182,000815745,840090416,M,N,MULTIRAC,N,Y,N,N,Y,Olathe East High School,Olathe,USA,Y,BCS,,SO
DAILY,2182,000816096,876393414,M,N,ASIAN,N,Y,N,N,N,Olathe East High School,Olathe,USA,,UCS,,SO
DAILY,2182,000816131,859763807,M,N,WHITE,N,N,N,N,Y,Valley Falls High School,Valley Falls,USA,,UCS,,FR
DAILY,2182,000816243,831161391,M,N,WHITE,N,N,N,N,Y,Saint Thomas Aquinas High Sch,Overland Park,USA,,UCS,,FR
DAILY,2182,000816269,861631379,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,BCS,,SO
DAILY,2182,000816360,823083412,M,N,WHITE,N,N,N,N,Y,Maize South High School,Wichita,USA,,BCS,,JU
DAILY,2182,000816630,869272882,M,N,WHITE,N,N,N,N,Y,Cardinal Gibbons High School,Raleigh,USA,,UCS,,FR
DAILY,2182,000817369,871906080,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,,SO
DAILY,2182,000818719,847751939,M,Y,HISPANIC,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,SO
DAILY,2182,000818985,847969729,M,N,WHITE,N,N,N,N,Y,Blue Valley North High School,Overland Park,USA,,UCS,,FR
DAILY,2182,000819096,869397475,M,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,Y,UCS,,SO
DAILY,2182,000819237,868424547,M,N,WHITE,N,N,N,N,Y,Riley County High School,Riley,USA,,UCS,,SO
DAILY,2182,000819271,854853612,F,N,WHITE,N,N,N,N,Y,Shawnee Mission West Hs,Shawnee Mission,USA,,UCS,,FR
DAILY,2182,000819375,858150663,M,N,WHITE,N,N,N,N,Y,Greeley County High School,Tribune,USA,,UCS,,FR
DAILY,2182,000819519,880519454,F,N,WHITE,N,N,N,N,Y,Olathe North High School,Olathe,USA,,BCS,,SO
DAILY,2182,000819523,825155232,F,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,PAK,,BCS,,JU
DAILY,2182,000817774,846639208,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,UCS,,SO
DAILY,2182,000819006,821358853,M,N,WHITE,N,N,N,N,Y,De Soto High School,De Soto,USA,,UCS,,FR
DAILY,2182,000820578,880964490,M,N,WHITE,N,N,N,N,Y,Northeast Magnet School,Wichita,USA,,UCS,,FR
DAILY,2182,000820656,817712686,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,USA,,BCS,,SR
DAILY,2182,000820009,880387521,M,N,WHITE,N,N,N,N,Y,Clay Center Community Hs,Clay Center,USA,,UCS,,FR
DAILY,2182,000820448,845614788,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,,UCS,,FR
DAILY,2182,000821522,843360883,M,Y,HISPANIC,N,N,N,N,N,Dodge City High School,Dodge City,USA,Y,BCS,,JU
DAILY,2182,000821661,897542721,M,N,WHITE,N,N,N,N,Y,Salina High School Central,Salina,USA,,UCS,,FR
DAILY,2182,000820939,864540978,M,N,WHITE,N,N,N,N,Y,Washburn Rural High School,Topeka,USA,,UCS,,SO
DAILY,2182,000822306,825306915,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,BGD,,BCS,,SO
DAILY,2182,000823114,812752368,M,N,HAWPACI,N,N,N,Y,N,Manhattan High School,Manhattan,USA,,UCS,,FR
DAILY,2182,000823451,809428701,M,N,WHITE,N,N,N,N,Y,Mill Valley High School,Shawnee,USA,,UCS,,FR
DAILY,2182,000823479,827069537,M,N,WHITE,N,N,N,N,Y,Buhler High School,Buhler,USA,,UCS,,FR
DAILY,2182,000823633,810359089,M,N,WHITE,N,N,N,N,Y,Liberty High School,Liberty,USA,,UCS,,SO
DAILY,2182,000823882,865548072,M,N,WHITE,N,N,N,N,Y,Olathe East High School,Olathe,USA,,UCS,,SO
DAILY,2182,000823038,880176290,M,N,WHITE,N,N,N,N,Y,Cedar Park High School,Cedar Park,USA,,UCS,,SO
DAILY,2182,000823062,849762067,M,N,WHITE,N,N,N,N,Y,Onaga High School,Onaga,USA,Y,UCS,,SO
DAILY,2182,000823129,811402586,M,N,WHITE,N,N,N,N,Y,Shawnee Mission East High Sch,Shawnee Mission,USA,,UCS,,FR
DAILY,2182,000823528,855752983,M,Y,HISPANIC,Y,N,N,N,Y,Topeka High School,Topeka,USA,,UCS,,FR
DAILY,2182,000824092,854467976,M,N,WHITE,N,N,N,N,Y,Trinity Academy,Wichita,USA,,UCS,,SO
DAILY,2182,000824313,853316554,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,FR
DAILY,2182,000825935,833354954,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,,BCS,,SO
DAILY,2182,000825060,861205066,F,Y,HISPANIC,N,N,N,N,Y,Out-of-Country High School,,PRY,,BCS,,SO
DAILY,2182,000825658,803851171,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,IND,,UCS,,SO
DAILY,2182,000825914,851877985,M,N,ASIAN,N,Y,N,N,N,Out-of-Country High School,,CHN,Y,BCS,BCSCS,FR
DAILY,2182,000826664,886990676,F,N,WHITE,N,N,N,N,Y,Andover eCademy,Andover,USA,,BCS,,JU
DAILY,2182,000826786,870057728,M,N,WHITE,N,N,N,N,Y,Horton High School,Horton,USA,Y,BCS,,JU
DAILY,2182,000826867,866703843,M,N,WHITE,N,N,N,N,Y,Wakefield High School,Wakefield,USA,,UCS,,SO
DAILY,2182,000826959,895578776,M,N,WHITE,N,N,N,N,Y,Olathe South High School,Olathe,USA,,UCS,,SO
DAILY,2182,000827220,814352662,M,N,WHITE,N,N,N,N,Y,Valley Center High School,Valley Center,USA,,UCS,,SO
